Идентификатор,"Наименование и адрес (местоположение) объекта капитального строительства, применительно к которому подготовлена проектная документация",Расчетный тип объекта
07b2299e-5cd3-4546-8974-8bf07213480c,"Выполнение проектно-изыскательских работ для осуществления реконструкции объекта: КЛ-6 кВ Ф-1 ПС-204 ""Стрельцы"" от КРУН до ТП-1, (бух.: Кабельные линии-6 кВ Ф-1 ПС-204 ""Стрельцы"" от КРУН до ТП-1), инв.№ 864029268, по адресу: Тульская область, Ефремовский р-н, с/о Пушкарский, г.Ефремов-3",Линии электропередачи и подстанции
07b2f3d3-a71c-406c-a63a-45409cc3c92d,"Реконструкция ПС 110/6 кВ Перегребное 2 этап (замена выключателей 110 кВт - 2 шт., Разъединителей 110-35 кВ - 8 шт., ОПН-110 кВ - 2 шт., установка ЗРУ-1 шт., замена ТСН 6 кВ-2 шт.) филиала АО ""Россети Тюмень"" Энергокомплекс",Линии электропередачи и подстанции
07c5251d-3801-4f80-bd4d-9a4f768b2272,"""Реконструкция ВЛ 110 кВ Яйвинская ГРЭС - Соликамск I, II цепь с отпайками. I этап. Реконструкция участка ВЛ 110 кВ Яйвинская ГРЭС - Соликамск с отпайками, ВЛ 110 кВ Яйвинская ГРЭС - Союз с отпайками (совместная подвеска) от Яйвинской ГРЭС до оп. № 51 (сущ.) (нумерация по ВЛ 110 кВ Яйвинская ГРЭС - Соликамск) протяженностью ориентировочно 13,8 км с отпайкой на ПС 110 кВ Троицкая протяженностью ориентировочно 0,2 км""",Линии электропередачи и подстанции
07dc0428-3a05-44cc-8708-ce73079ea64c,"""Строительство ВЛ 110 кВ Кропоткинская - Вернинская № 2 с отпайкой на РП Полюс с реконструкцией ПС 110 кВ Вернинская"" 4 этап: Строительство ВЛ 110кВ Кропоткинская - Вернинская № 2 c отпайкой на РП Полюс",Линии электропередачи и подстанции
07e0324d-3348-461f-b363-bb88ef9261c9,"Компенсация емкостных токов замыкания на землю в сетях 6 кВ Т-1, Т-2 подстанции № А и Т-1, Т-2 подстанции № 35 цеха электроснабжения АО ""Невинномысский Азот""",Линии электропередачи и подстанции
07e86195-c2b2-4871-acc6-9046771607de,"Реконструкция ПС- 35/6кВ 2 ""Х"" Инв.№6254 Харьягинского месторождения",Линии электропередачи и подстанции
07f2e135-b835-477b-a8eb-9112f30880a9,"""Строительство ЛЭП-0,4 кВ для электроснабжения объекта, расположенного по адресу: г. Лесосибирск, ул. Транспортная, 15""",Линии электропередачи и подстанции
0808e3a7-3f54-4c6d-ac89-cf0859e5cf9a,"СТРОИТЕЛЬСТВО ВЛ-220 кВ ДЛЯ ЗАВОДА ПО ПРОИЗВОДСТВУ ГРАФИТИРОВАННЫХ ЭЛЕКТРОДОВ В г.ОМСКЕ, РОССИЯ",Линии электропередачи и подстанции
08158de9-5a93-4bc4-b52f-41693cc3913b,"Капитальный ремонт подстанции 10 кВ плотины №21 ""Крановая"" Волжского РГС",Линии электропередачи и подстанции
08246172-825d-404b-be48-81f2f8c44964,"""Реконструкция ПС 220 кВ Дагомыс, ПС 220 кВ Поселковая, ПС 220 кВ Псоу, ПС 220 кВ Черноморская, ПС 220 кВ НПС-7, ПС 220 кВ НПС-8 в части оснащения и дооснащения инженерно-техническими средствами охраны (18 комплектов)"" Этап 2. Оснащение ИТСО ПС 220 кВ Поселковая",Линии электропередачи и подстанции
